sabha,work_id,work_category,work,state,ida,mp_name,elected_nominated,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,expenditure_total_rs,expenditure_transaction_count,expenditure_first_date,expenditure_last_date,expenditure_vendor_count,expenditure_payment_status_count,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_total_rs,consent_event_count,consent_calamity_type_count,consent_calamity_name_count,recommendation_sanction_gap_rs,expenditure_to_sanction_ratio,recommendation_to_sanction_days,sanction_to_completion_days,completed,sr_no,image
Rajya Sabha,WS/MP052/2023-2024/19530,Normal/Others,WS/MP052/2023-2024/19530-Construction of public staircase/ stair ghat for public convenience,Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,Construction work of ladder ghat near Singhashni place in ward number 02 of Gram Panchayat Raj Lala Saraiya of block Majhauliya of district West Champaran. Estimated Amount Rs. 9 lacs,2023-09-13,896141.0,2023-10-05,896141.0,Physical Inspection,,,,,,,2024-12-16,896141.0,235263957.11,,,,,0.0,,22,438.0,1,903,
Rajya Sabha,WS/MP844/2023-2024/19897,Normal/Others,"WS/MP844/2023-2024/19897-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings",Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,"Amonut of rupees 50 lakhs to be given by Hon'ble MP Sh. Vikramjit Singh Sahney for Retrofitting, preservation and conservation of heritage memorial of historic Battle of Sarahgarhi in Firozpur",2023-09-14,5000000.0,2023-10-11,5000000.0,Physical Inspection,,,,,,,2024-09-12,5000000.0,198656208.57,10000000.0,1.0,1.0,1.0,0.0,,27,337.0,1,905,Images
Rajya Sabha,WS/MP183/2023-2024/19950,Normal/Others,"WS/MP183/2023-2024/19950-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),Prof. Ram Gopal Yadav (2020-26) (2020-2026),Elected MP,"Eka-Jeda Marg se Bavanwari International School Eka tak, C.C. Road Nirman, Block Eka. C/o Smt. Prabha Yadav, Contact No- 9759330111.",2023-09-14,2491288.0,2023-11-08,2491288.0,Physical Inspection,,,,,,,2025-02-21,2491288.0,221271395.11,,,,,0.0,,55,471.0,1,906,Images
Rajya Sabha,WS/MP183/2023-2024/19974,Normal/Others,"WS/MP183/2023-2024/19974-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),Prof. Ram Gopal Yadav (2020-26) (2020-2026),Elected MP,"Village- Garhi Doodpur, Gram Panchayat- Garhrauli mein Shri Virendra ke Ghar se Shri Pradip Yadav ke Ghar tak Interlocking Nirman. Length 150Mtr. C/o Er. Anshul Yadav, Contact No.- 8279692950",2023-09-14,794677.0,2023-11-08,794677.0,Physical Inspection,,,,,,,2025-02-21,794677.0,221271395.11,,,,,0.0,,55,471.0,1,907,Images
Rajya Sabha,WS/MP106/2023-2024/20262,Normal/Others,WS/MP106/2023-2024/20262-Purchase of hospital equipment,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"for District Hospital Narsinghpur purchase two numbers laundry washing machine-LAMISON COMPANY, CAPASITY 50 KG EACH WITH GST AND WARRANTY, VIDHAN SABHA NARSINGHPUR DISTRICT NARSINGHPUR(LETTER NO. 3248 AT COLUMN NO. 1)",2023-09-14,632480.0,2023-12-27,632480.0,Sanction,,,,,,,,,220563957.11,,,,,0.0,,104,,0,908,
Rajya Sabha,WS/MP106/2023-2024/20264,Normal/Others,WS/MP106/2023-2024/20264-Purchase of hospital equipment,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"for District Hospital Narsinghpur purchase One number Hydro extracter direct drive-LAMISON COMPANY, CAPASITY 30 KG EACH WITH GST AND WARRANTY, VIDHAN SABHA NARSINGHPUR DISTRICT NARSINGHPUR(LETTER NO. 3248 AT COLUMN NO. 2)",2023-09-14,289100.0,2023-12-27,289100.0,Sanction,,,,,,,,,220563957.11,,,,,0.0,,104,,0,909,
Rajya Sabha,WS/MP106/2023-2024/20273,Normal/Others,WS/MP106/2023-2024/20273-Purchase of hospital equipment,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"for District Hospital Narsinghpur purchase One numbers Tumble Dryer machine electric-SV engineering COMPANY, CAPASITY 60 KG WITH GST AND WARRANTY, VIDHAN SABHA NARSINGHPUR DISTRICT NARSINGHPUR (LETTER NO. 3248 AT COLUMN NO. 3)",2023-09-14,348100.0,2023-12-27,348100.0,Sanction,,,,,,,,,220563957.11,,,,,0.0,,104,,0,910,
Rajya Sabha,WS/MP106/2023-2024/20275,Normal/Others,WS/MP106/2023-2024/20275-Installing hand pumps,Madhya Pradesh,KATNI(District Collector Katni_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"1 nag Handpump Khanan, Sudarshan samaj Bhavan ke pas, ward no.4, vidhan sabha Katni, district Katni (mention in letter no.3238 at column no.1)",2023-09-14,120000.0,2024-03-15,120000.0,Time Estimation,,,,,,,,,220563957.11,,,,,0.0,,183,,0,911,
Rajya Sabha,WS/MP106/2023-2024/20277,Normal/Others,WS/MP106/2023-2024/20277-Installing hand pumps,Madhya Pradesh,KATNI(District Collector Katni_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"1 nag Handpump Khanan, Gram panchayat Kailawara Khurd, Janpad Panchayat Katni, District Katni (mention in letter no.3238 at column no.2)",2023-09-14,120000.0,2024-02-16,120000.0,Vendor Identification,,,,,,,,,220563957.11,,,,,0.0,,155,,0,912,
Rajya Sabha,WS/MP106/2023-2024/20278,Normal/Others,WS/MP106/2023-2024/20278-Purchase of mobile water tankers,Madhya Pradesh,KATNI(District Collector Katni_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"1 number water tanker capacity 5500 leter with 9.00X16 number new tyres tubes for Gram panchayat Dithwara, Janpad Panchayat Katni, vidhan sabha 93-Mudwara Katni, District Katni (mention in letter no.3238 at column no.3)",2023-09-14,156500.0,2024-02-19,156500.0,Vendor Identification,,,,,,,,,220563957.11,,,,,0.0,,158,,0,913,
Rajya Sabha,WS/MP052/2023-2024/20465,Normal/Others,"WS/MP052/2023-2024/20465-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,PCC road construction work in the path leading to the house of Shri Ajay Dubey from near Pakdi tree in the main road in Ward No. 12 of Village Harsari of Gram Panchayat Raj Puraniya Harsari of Block Narkatiaganj. Estimated Amount 10 lacs.,2023-09-15,981168.0,2024-03-01,981168.0,Physical Inspection,,,,,,,2024-12-16,981168.0,235263957.11,,,,,0.0,,168,290.0,1,914,
Rajya Sabha,WS/MP052/2023-2024/20488,Normal/Others,"WS/MP052/2023-2024/20488-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,PCC road construction work on the path leading from village Peedadi main road of Village Panchayat Raj Sithi of Block Gaunaha towards Hira Mukhiya's house via Anganwadi Centre. Estimated Amount 10 lacs.,2023-09-15,998119.0,2023-11-08,998119.0,Physical Inspection,,,,,,,2024-05-03,998119.0,235263957.11,,,,,0.0,,54,177.0,1,915,
Rajya Sabha,WS/MP106/2023-2024/21178,Normal/Others,"WS/MP106/2023-2024/21178-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Main road se Asati ji ke makan tak CC road nirman kary, Indira Gandhi ward, Vidhan sabha Pashchim, District Jabalpur (mention in letter no.3264 at column no.1)",2023-09-15,232000.0,2023-10-05,232000.0,Physical Inspection,,,,,,,2026-04-14,232000.0,220563957.11,,,,,0.0,,20,922.0,1,916,Images
Rajya Sabha,WS/MP106/2023-2024/21180,Normal/Others,"WS/MP106/2023-2024/21180-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Verma ji ke makan se Ram coaching tak CC road nirman kary, Indira Gandhi ward, Vidhan sabha Pashchim, District Jabalpur (mention in letter no.3264 at column no.2)",2023-09-15,211000.0,2023-10-05,211000.0,Physical Inspection,,,,,,,2026-04-17,211000.0,220563957.11,,,,,0.0,,20,925.0,1,917,Images
Rajya Sabha,WS/MP106/2023-2024/21183,Normal/Others,"WS/MP106/2023-2024/21183-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Manohar ji ke makan se Vishwakarma ji ke makan tak CC road nirman kary, Indira Gandhi ward, Vidhan sabha Pashchim, District Jabalpur (mention in letter no.3264 at column no.3)",2023-09-15,216000.0,2023-10-05,216000.0,Physical Inspection,,,,,,,2026-04-14,216000.0,220563957.11,,,,,0.0,,20,922.0,1,918,Images
Rajya Sabha,WS/MP106/2023-2024/21199,Normal/Others,"WS/MP106/2023-2024/21199-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Bains ji ke makan se Sankalp General tak CC road nirman kary, Indira Gandhi ward, Vidhan sabha Pashchim, District Jabalpur (mention in letter no.3264 at column no.4)",2023-09-15,226000.0,2023-10-05,226000.0,Physical Inspection,,,,,,,2026-04-14,226000.0,220563957.11,,,,,0.0,,20,922.0,1,919,Images
