sabha,work_id,work_category,work,state,ida,mp_name,elected_nominated,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,expenditure_total_rs,expenditure_transaction_count,expenditure_first_date,expenditure_last_date,expenditure_vendor_count,expenditure_payment_status_count,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_total_rs,consent_event_count,consent_calamity_type_count,consent_calamity_name_count,recommendation_sanction_gap_rs,expenditure_to_sanction_ratio,recommendation_to_sanction_days,sanction_to_completion_days,completed,sr_no,image
Rajya Sabha,WS/MP299/2025-2026/248495,Normal/Others,WS/MP299/2025-2026/248495-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Shifting of AP feeder supply to RDS feeder by pvdg 63 KVA T.F Dhanies of Shri Jagsir Singh and others V Dabwali Estimate No SRS SOCC 57,2025-11-27,407980.0,2025-12-15,407980.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16335,
Rajya Sabha,WS/MP299/2025-2026/248496,Normal/Others,WS/MP299/2025-2026/248496-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,IMP of voltage by changing the supply from AP to RDS Supply by providing Additional 10 KVA T.F Chasama Road Sh Krishan Singh Village Dabwali Estimate No. SRS.S0CC-56,2025-11-27,335050.0,2025-12-15,335050.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16336,
Rajya Sabha,WS/MP140/2025-2026/248498,Normal/Others,WS/MP140/2025-2026/248498-Purchase of mobile water tankers,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc.,2025-11-18,365800.0,2025-12-31,365800.0,Vendor Identification,,,,,,,,,196359074.44000003,,,,,0.0,,43,,0,16337,
Rajya Sabha,WS/MP140/2025-2026/248499,Normal/Others,WS/MP140/2025-2026/248499-Construction of common work sheds/ common covered sitting area,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,For the construction of a shed in the village sports stadium,2025-11-18,500000.0,2026-01-19,500000.0,Physical Inspection,500000.0,2.0,2026-03-09,2026-03-09,2.0,1.0,,,196359074.44000003,,,,,0.0,1.0,62,,0,16338,
Rajya Sabha,WS/MP850/2026-2027/248503,Normal/Others,WS/MP850/2026-2027/248503-Providing supply pipelines for drinking water,Uttarakhand,CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram panchayat kajeena ke kelani tok ki ekal pejal yojna ki maramat evam vistar karya,2025-11-17,50000.0,2026-07-24,50000.0,Sanction,,,,,,,,,222043184.71,,,,,0.0,,249,,0,16340,
Rajya Sabha,WS/MP850/2025-2026/248509,Normal/Others,"WS/MP850/2025-2026/248509-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram panchayat jhotari ke antargat gram adasu se baluth tak sarvjanik marg cc tiles sarak nirman.ia(karyadai sanstatha)-block mori,2025-11-17,2197000.0,2026-02-09,2197000.0,Physical Inspection,1537900.0,1.0,2026-07-22,2026-07-22,1.0,1.0,,,222043184.71,,,,,0.0,0.7,84,,0,16341,
Rajya Sabha,WS/MP850/2025-2026/248510,Normal/Others,"WS/MP850/2025-2026/248510-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,suchan gaon ke antargat dewra haltadi motor marg mein surksha diwar evam cc block nirman.ia(karyadai sanstatha)-block mori,2025-11-17,2000000.0,2026-02-09,2000000.0,Physical Inspection,1400000.0,1.0,2026-07-28,2026-07-28,1.0,1.0,,,222043184.71,,,,,0.0,0.7,84,,0,16342,
Rajya Sabha,WS/MP850/2025-2026/248511,Normal/Others,"WS/MP850/2025-2026/248511-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,gram panchayat saur mein gatka namak tok mein suraksha diwar evam cc block nirman karya.ia(karyadai sanstatha)-block mori,2025-11-17,500000.0,2026-02-09,500000.0,Physical Inspection,222584.0,1.0,2026-07-21,2026-07-21,1.0,1.0,,,222043184.71,,,,,0.0,0.445168,84,,0,16343,
Rajya Sabha,WS/MP850/2025-2026/248512,Normal/Others,"WS/MP850/2025-2026/248512-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,constrution of protection wall at gairinala tok village masari.ia(karyadai sanstatha)-block mori,2025-11-17,1500000.0,2026-02-09,1500000.0,Sanction,,,,,,,,,222043184.71,,,,,0.0,,84,,0,16344,
Rajya Sabha,WS/MP145/2025-2026/248542,Normal/Others,WS/MP145/2025-2026/248542-Construction of community centers and community halls,Rajasthan,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,Public Building Development work,2025-11-17,500000.0,2026-02-19,500000.0,Vendor Identification,400000.0,1.0,2026-03-24,2026-03-24,1.0,1.0,,,196063957.11,,,,,0.0,0.8,94,,0,16345,
Rajya Sabha,WS/MP145/2025-2026/248583,Normal/Others,"WS/MP145/2025-2026/248583-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,CC Road Drainage and Pipe Development work in Talotiya Basti of Gram Datooli,2025-11-17,1500000.0,2025-12-01,1500000.0,Work Completed,,,,,,,,,196063957.11,,,,,0.0,,14,,0,16346,
Rajya Sabha,WS/MP18316/2025-2026/248599,Normal/Others,WS/MP18316/2025-2026/248599-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram Mohari mein hardul baba ke pass chabutra CC chhat sahit nirman,2025-11-24,200000.0,2025-12-30,200000.0,Vendor Identification,100000.0,1.0,2026-01-08,2026-01-08,1.0,1.0,,,147000000.0,,,,,0.0,0.5,36,,0,16347,
Rajya Sabha,WS/MP18316/2025-2026/248600,Normal/Others,"WS/MP18316/2025-2026/248600-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram pathrouta mein gayatri mandir se purane high school ki aur CC road nirman,2025-11-24,500000.0,2026-01-02,500000.0,Vendor Identification,500000.0,2.0,2026-01-28,2026-05-12,1.0,1.0,,,147000000.0,,,,,0.0,1.0,39,,0,16348,
Rajya Sabha,WS/MP299/2025-2026/248602,Normal/Others,WS/MP299/2025-2026/248602-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Change the source AP to RDS Feeder by providing additional 25 KVA TF for Dhani connection Sh Gurtej Singh and Nihal Singh and others feeding from 11 KV Asis AP to 11 KV Pana RDS feeder village Asir Estimate No. SRS Socc.27,2025-11-27,433760.0,2025-12-15,433760.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16349,
Rajya Sabha,WS/MP299/2025-2026/248603,Normal/Others,WS/MP299/2025-2026/248603-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Shifting AP feeder supply to RDS feeder by providing 10 KVA TF Dhanies of Sh Manjinder Singh and Others. Estimate No. SRS.SOCC 45,2025-11-27,725030.0,2025-12-15,725030.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16350,
Rajya Sabha,WS/MP299/2025-2026/248604,Normal/Others,WS/MP299/2025-2026/248604-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Change the source AP to RDS Line by providing additional 10 KVA TF for Dhanis connection Sh Jaswant Singh village Kingra feeding from 11 KV Jandwala AP 2nd to Mithri RDS Feeder Estimate No. SRS.SOCC.88,2025-11-27,332740.0,2025-12-15,332740.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16351,
Rajya Sabha,WS/MP18316/2025-2026/248605,Trust And Society,WS/MP18316/2025-2026/248605-Construction of rooms and halls in school and colleges,Madhya Pradesh,RAISEN(DISTRICT COLLECTOR RAISEN_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Aryabhatt College of technology and Science Bamhori Basoda mein atirikt kaksha nirman,2025-11-24,1000000.0,2025-12-19,1000000.0,Vendor Identification,1000000.0,2.0,2025-12-23,2026-05-19,1.0,1.0,,,147000000.0,,,,,0.0,1.0,25,,0,16352,
Rajya Sabha,WS/MP299/2025-2026/248607,Normal/Others,WS/MP299/2025-2026/248607-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Providing DS Dhani Connection Sh Pritam Singh and Tarsem Singh Village Kindgra Estimate No.KWE.441,2025-11-27,42385.0,2025-12-15,42385.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16353,
Rajya Sabha,WS/MP18316/2025-2026/248616,Normal/Others,"WS/MP18316/2025-2026/248616-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram Hinoti Sadak mein durgaji mandir se gyani nagar ki dukan tak CC road nirman,2025-11-24,500000.0,2026-02-11,500000.0,Work Partially Completed,350000.0,1.0,2026-03-06,2026-03-06,1.0,1.0,,,147000000.0,,,,,0.0,0.7,79,,0,16354,
Rajya Sabha,WS/MP18316/2025-2026/248617,Normal/Others,"WS/MP18316/2025-2026/248617-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram Karhaiya Shah main road se khejda ghat tak sampark sadak nirman,2025-11-24,1500000.0,2025-12-15,1500000.0,Work Partially Completed,,,,,,,,,147000000.0,,,,,0.0,,21,,0,16355,
Rajya Sabha,WS/MP299/2025-2026/248618,Normal/Others,WS/MP299/2025-2026/248618-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,Shifting AP feeder supply to RDS feeder by providing 10 KVA TF Dhanies of Sh Bhagwan Singh Estimate No.SRS SOCC 43,2025-11-27,340030.0,2025-12-15,340030.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16356,
Rajya Sabha,WS/MP18316/2025-2026/248627,Normal/Others,"WS/MP18316/2025-2026/248627-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MORENA(DISTRICT COLLECTOR MORENA_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram Badona mein rajesh ke makan se swarajya bhawan ki aur CC road,2025-11-24,1500000.0,2026-01-12,1500000.0,Vendor Identification,1499026.0,2.0,2026-01-12,2026-03-02,1.0,1.0,,,147000000.0,,,,,0.0,0.9993506666666667,49,,0,16357,
Rajya Sabha,WS/MP18316/2025-2026/248634,Normal/Others,WS/MP18316/2025-2026/248634-Construction of rooms and halls in school and colleges,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Sarswati shishu mandir Babadiya Bhau mein atirikt kaksh nirman,2025-12-06,500000.0,2026-02-23,500000.0,Vendor Identification,350000.0,1.0,2026-02-26,2026-02-26,1.0,1.0,,,147000000.0,,,,,0.0,0.7,79,,0,16358,
Rajya Sabha,WS/MP18316/2025-2026/248636,Normal/Others,"WS/MP18316/2025-2026/248636-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Gram Chandwad mein pyarelal ke ghar ke aage se sushila gour ke ghar ki aur CC road nirman,2025-12-06,400000.0,2026-02-17,400000.0,Vendor Identification,398849.0,2.0,2026-02-25,2026-06-23,1.0,1.0,,,147000000.0,,,,,0.0,0.9971225,73,,0,16359,
Rajya Sabha,WS/MP299/2025-2026/248677,Normal/Others,WS/MP299/2025-2026/248677-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,pvdg cable in the Dhanies of Sh. Gurtej Singh and others village Habuana DB457,2025-11-27,38280.0,2025-12-15,38280.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16360,
Rajya Sabha,WS/MP18428/2025-2026/248678,Normal/Others,WS/MP18428/2025-2026/248678-Construction of additional rooms and halls in the existing public and community building,Andhra Pradesh,Palnadu(District Collector Palnadu_IDA),Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Elected MP,"Providing additional accomidation to Coomunity Hall in Inumella Village of Ipuru Mandal, Palnadu District",2025-11-17,2500000.0,2025-12-06,2500000.0,Sanction,,,,,,,,,171296045.11,,,,,0.0,,19,,0,16361,
Rajya Sabha,WS/MP299/2025-2026/248680,Normal/Others,WS/MP299/2025-2026/248680-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,change the source of supply from 11 KV Paniwala-l AP feeder to Sanwant Khera RDS feeder to Sh. Shivraj Singh and others village Paniwala Raldu SOCC-58,2025-11-27,647540.0,2025-12-15,647540.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16362,
Rajya Sabha,WS/MP299/2025-2026/248692,Normal/Others,WS/MP299/2025-2026/248692-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,shifting AP feeder supply to RDS feeder by pvdg 10 KVA T F dhanies of SH Harmail singh S O Sh Kartar Singh near Sekhu Pull due to low voltage village Phullo SOCC-59,2025-11-27,303950.0,2025-12-15,303950.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16363,
Rajya Sabha,WS/MP299/2025-2026/248695,Normal/Others,WS/MP299/2025-2026/248695-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,change the source of supply from 11 KV Paniwala-l AP feeder to Sanwant Khera RDS feeder to Smt. Kamaldeep Kaur W O SH Gurbachan Singh v Khuiyan Malkana SOCC-49,2025-11-27,156620.0,2025-12-15,156620.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16364,
Rajya Sabha,WS/MP166/2025-2026/248696,Normal/Others,WS/MP166/2025-2026/248696-Installing tube-wells and borewells,Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Providing new borewell (sedimentary area ) in Keelanilai kottai HSC buliding near in Pudunilaivayal Panchayat, Arimalam union in Pudukkottai District",2025-11-17,600000.0,2026-02-11,600000.0,Sanction,,,,,,,,,238513975.53,,,,,0.0,,86,,0,16365,
Rajya Sabha,WS/MP299/2025-2026/248699,Normal/Others,WS/MP299/2025-2026/248699-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,shifting of supply AP to RDS feeder of Sh Pirthvi Raj S O Sh Mukh Ram village Kaluana,2025-11-27,485820.0,2025-12-15,485820.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16366,
Rajya Sabha,WS/MP299/2025-2026/248705,Normal/Others,WS/MP299/2025-2026/248705-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,shifting of electricity line from 11 KV lambi-ii AP feeder to jhutti khrera RDS of Dhani connection Sh Parjeet singh S O Sh. Sawraz singh SOCC-46,2025-11-27,269640.0,2025-12-15,269640.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16367,
Rajya Sabha,WS/MP299/2025-2026/248716,Normal/Others,WS/MP299/2025-2026/248716-Improvement of electricity distribution infrastructure,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),Shri Kartikeya Sharma (2022-28) (2022-2028),Elected MP,25 KVA T F to Sh. Thana singh S O Sh Teja Singh V Khokhar SOCC-71,2025-11-27,374080.0,2025-12-15,374080.0,Sanction,,,,,,,,,196000000.0,,,,,0.0,,18,,0,16368,
Rajya Sabha,WS/MP019/2025-2026/248745,Normal/Others,WS/MP019/2025-2026/248745-Construction of buildings for multi-gym,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Repair work of the hall and equipment of the multi-purpose modern gym installed at the Tiyara Stadium in the development block Robertsganj.,2025-11-21,950067.0,2026-01-12,950067.0,Physical Inspection,,,,,,,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,,52,,0,16369,
Rajya Sabha,WS/MP019/2025-2026/248746,Normal/Others,WS/MP019/2025-2026/248746-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of a high mast light near the development block Robertsganj office on the Varanasi Shakti Nagar road,2025-11-21,473000.0,2026-01-12,473000.0,Physical Inspection,473000.0,2.0,2026-01-21,2026-06-25,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16370,
Rajya Sabha,WS/MP019/2025-2026/248747,Normal/Others,WS/MP019/2025-2026/248747-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of 04 solar high mast lights near the development block Robertsganj office premises on the Varanasi Shakti Nagar road,2025-11-21,432000.0,2026-01-12,432000.0,Physical Inspection,432000.0,2.0,2026-01-21,2026-06-25,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16371,
Rajya Sabha,WS/MP019/2025-2026/248748,Normal/Others,WS/MP019/2025-2026/248748-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of a solar high mast light near Ravinder house in Tola Tilhar in the Gram Panchayat Dugalia of development block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16372,
Rajya Sabha,WS/MP019/2025-2026/248749,Normal/Others,WS/MP019/2025-2026/248749-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of a solar high mast light near Shyamsund house in Tola Tilhar in the Gram Panchayat Dugalia of development block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16373,
Rajya Sabha,WS/MP019/2025-2026/248750,Normal/Others,WS/MP019/2025-2026/248750-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of a solar high mast light near Jairam house in Tola Tilhar in the Gram Panchayat Dugalia of development block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-03-16,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16374,
Rajya Sabha,WS/MP019/2025-2026/248751,Normal/Others,WS/MP019/2025-2026/248751-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Installation of a solar high mast light near Sopadi Lal house in Tola Tilhar in the Gram Panchayat Dugalia of development block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16375,
Rajya Sabha,WS/MP019/2025-2026/248752,Normal/Others,WS/MP019/2025-2026/248752-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near Pachu house in Tola Tilhar in the Gram Panchayat Dugalia of Development Block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16376,
Rajya Sabha,WS/MP019/2025-2026/248753,Normal/Others,WS/MP019/2025-2026/248753-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near the house of a Hawaldar in Tola Tilhar in the Gram Panchayat Dugalia of Development Block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16377,
Rajya Sabha,WS/MP019/2025-2026/248754,Normal/Others,WS/MP019/2025-2026/248754-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near the house of Jawahir in Tola Tilhar in the Gram Panchayat Dugalia of Development Block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16378,
Rajya Sabha,WS/MP019/2025-2026/248763,Normal/Others,WS/MP019/2025-2026/248763-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near the house of Om Prakash in Tola Tilhar in the Gram Panchayat Dugalia of Development Block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16379,
Rajya Sabha,WS/MP019/2025-2026/248764,Normal/Others,WS/MP019/2025-2026/248764-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near Dheeraj house in Tola Tilhar of Gram Panchayat Dugaliya of Development Block Ghorawal,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16380,
Rajya Sabha,WS/MP019/2025-2026/248766,Normal/Others,WS/MP019/2025-2026/248766-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near Mahendra house in Tola Tilhar of Gram Panchayat Dugaliya of Development Block Ghorawal.,2025-11-21,107780.0,2026-01-12,107780.0,Physical Inspection,107780.0,2.0,2026-02-25,2026-05-30,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16381,
Rajya Sabha,WS/MP019/2025-2026/248767,Normal/Others,WS/MP019/2025-2026/248767-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a solar high mast light near Hanuman Temple in Village Dhuter of Development Block Ghorawal,2025-11-21,108000.0,2026-01-12,108000.0,Physical Inspection,108000.0,2.0,2026-01-21,2026-06-25,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,1.0,52,,0,16382,
Rajya Sabha,WS/MP019/2025-2026/248768,Normal/Others,WS/MP019/2025-2026/248768-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a high mast light near Durga Ji Temple towards the house of Sarvesh son of Gulab Patel in Village Tilauli Kala of Development Block Ghorawal.,2025-11-21,473000.0,2026-01-12,473000.0,Vendor Identification,471764.0,2.0,2026-02-24,2026-06-19,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,0.9973868921775898,52,,0,16383,
Rajya Sabha,WS/MP019/2025-2026/248770,Normal/Others,WS/MP019/2025-2026/248770-Lighting of public spaces,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,Work of installing a high mast light near Shankar Ji Temple of Ramlila Sthal in Village Mahuav Pandey of Development Block Ghorawal,2025-11-21,473000.0,2026-01-12,473000.0,Vendor Identification,471764.0,2.0,2026-02-24,2026-06-19,1.0,1.0,,,226801049.11,10000000.0,1.0,1.0,1.0,0.0,0.9973868921775898,52,,0,16384,
